text,id,emoji
suh fucker 😠,1.178453505176195e+18,😠
seeing tiddies tl😠 put clothes woman  …,1.178453419461349e+18,😠
uhm tell 30 years old get sent texts like 😠,1.1784533452304138e+18,😠
refs called crappy penalty like thats complete bull 😠 broncoscountry jaxvsden,1.1784532766746788e+18,😠
say goodbye next person makes grumpy someone stole fruit gummies missed naptime dont hecks give 😠😠😠😠😠,1.1784532738812518e+18,😠 😠 😤 👊 👊
especially trashing home state periodt😠  …,1.1784532275635607e+18,😠
ridiculous 😠 paying welfare housing stop taxation without representation  done  😠😠,1.17845322255983e+18,😠 😡 😡
go roughing passer gifts lead game ending fgs 😠  broncoscountry,1.1784532014707917e+18,😠
heyyyy 😞  fwiw fairly reliably 4g capable moments tho yes 😞😞😞,1.1784531235113247e+18,😞 📱 🔫 😠
gallows rinos  mittens first😠,1.1784530574298355e+18,😠
like dictator finally caughtmueller report going face justice american people treason 😠 😠😠 ,1.1784530237160407e+18,😠 🗽 🇺🇸
isnt dominic raab hypocrite shame whatsoever 😠😠😠,1.1784529356568248e+18,😠 😠 😠
deservedly 😠😠😠,1.17845285088555e+18,😠 😠 😠
don’t w n 😠,1.1784527315661455e+18,😠
indeed unbelievable 😠mentoo …,1.1784527282609027e+18,😠
say time  dumbass go  😭😭😭  …,1.1784594399443395e+18,😭 😭 😐
next coach new year least well running 1st  look forward 😐,1.1784594306958172e+18,😐
ordered 4 mixer online uhhh 😐,1.1784594293368422e+18,😐
weak ass defense 😐  …,1.1784594016293806e+18,😐
men getting upset feeling im attracted 😐😐 get,1.17845937769651e+18,😐 🤚
fam 😐 please tell tg3 least 1520 carries,1.1784593671354204e+18,😐
hes spiraling pretty fast tonight    threatening everyone    thats totally innocent people    😐,1.1784593562051133e+18,😐
jesus h murphy  reaction whole sorry situation😐  broncoscountry  jaxvsden   cc  ,1.1784593543384515e+18,😐
still saying shit fucked 😐,1.1784593532269937e+18,😐
ke left confused 😐,1.1784593416927764e+18,😐
ain’t lyiinnn 😐😐,1.1784593307161723e+18,😐 🙃
bruh co worker talking shit slid snap without reading caption like “gayy” cause idk lmao gathering someone passed away 😐😐😐😐😐 suck yo,1.178459325733462e+18,😐 😐 😐 😐 😐
haha that’s weird 😐,1.178459323116208e+18,😐
nap supposed hour ended 5 didn’t mom wake 😐😐,1.178459322285736e+18,😐 🤨
feel ya  cars ac stopped working wanna throw stress ive feeling   icing cake 😐,1.1784592799694397e+18,😐
y’all don’t keep spder video tl it’s disgusting disturbing lot us guys please put tw least know keep scrolling 😐,1.1784592699199078e+18,😐
rams got picked apart jameis winston bucs 😐 might well rap yr,1.1784592684853903e+18,😐
pay ticket online get charged 5 pay court date pay ticket plus court fees 😐 ima see pay phone cuz dont wanna give city penny ticket costs,1.1784592631293133e+18,😐
5 months i’ve lived apartment complex haven’t seen single hot dude go take trash two seconds looking like trash see two hot ass dudes 😐,1.1784592424094103e+18,😐
😐😐😐😐niira radia british citizen owned lobbying firm india currently chairperson nayati healthcare  research pvt hospital mathura  born november 19 1960 age 58 years nairobi kenya  spouse janak radia m 1981–1994     …,1.1784592070304522e+18,😐 😐 😐 😐
i’m serious tho 😐,1.178459200747442e+18,😐
sorry usually gossipers hospitable 😐,1.178459176948965e+18,😐
i’m sorry 😐,1.1784591550209923e+18,😐
sometimes also think kun perfect kun handsome 😐😐,1.1784591504618783e+18,😐 ✋
gotta pay phone bill 😐😐,1.1784591400307016e+18,😐 🥺
flops im 😐,1.1784591049369027e+18,😐
zits isnt 😂😂😂😂😂😂😂😂😂,1.1784590808867594e+18,😂 😔 😜 😐 👍 😎 😷 👺 🤡
“best friend” basically used hw answers use phone talk boys mom took texted 😐,1.1784590284915587e+18,😐
whew day 😐,1.178459000402264e+18,😐
😐,1.1784589648388014e+18,😐
alright movie trash redeemable thing harper didnt even develop character actually 😐,1.178458948015448e+18,😐
didnt homework 😐  ,1.1784589423655485e+18,😐
im sisters house taking care dog shes barking  ,1.1784589080856904e+18,😅 😐
b brandon bloody thorns lead singer brandon  v 😐😐    he’s literally petty 😐😐 ,1.178458905522901e+18,😐 😳 😂 🌺
 made r u gonna trademark 😐😐😐,1.178458867497345e+18,😐 😐 😐
really can’t say anything marvel stan 😔😔,1.1784588638776563e+18,😔 😐
girl 😐,1.1784588471254958e+18,😐
even whole lifting shirt 😐 like take ur shirt mean power whoever confidence tho,1.178458834102145e+18,😐
makeup  beautiful features change another person face lock phone wont able recognize you😐😐😐😐  well done     good night fam  zeeclassbeauty  ,1.178458833825534e+18,😐 😐 😐 😐
yes government providing bare minimum aid group people historically disenfranchised detriment groups financial stability😐  …,1.1784588155719393e+18,😐
love code randomly stops working first thing monday 😐  phdlife,1.178458770994692e+18,😐
dont hate mf wanna act like title dont want title 😐,1.178458766393725e+18,😐
wanna arsd pics use 😐,1.178458738119852e+18,😐
😐 hardly got sleep im overtired,1.178458712387793e+18,😐
can’t help ain’t got relationship w nigha i’m sorry 😐,1.178458710915588e+18,😐
used sit 121 heinz field right aisle handsome hell guy year watching warm would kinda wish ravens would forget throw deep us job broke heart couple times 😐,1.178458707065262e+18,😐
realized study two tests spanish project finish damn posters 😐😐 ,1.1784586946750956e+18,😐 😣
im competitive see competition gonna lose either way start tonfeel bad really looks like youre gonna get follow backs quicker 😐 accept loss ok,1.1784586784307528e+18,😐
hw shit getting boring 😐,1.1784586744208302e+18,😐
wish coulda zero girl 😐😐,1.178458674035077e+18,😐 😭
hate fantasy football lost 15 points bench woods bc he’s trash fantasy course goes today 😐😐,1.1784586724117258e+18,😐 😐
swear friend decides act like hormonal little git tomorrow make chat i’m shoving fucking stairs telling go study fucking nursing he’s enthusiastic management 😐😐,1.178458669798826e+18,😐 😐
dates like 😅😅😅  …,1.1784586395705426e+18,😅 🙈 😐
clients flaked tomorrow 😐,1.1784586350029455e+18,😐
stfu 😐,1.178458632972714e+18,😐
follow 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂😗😗😗😗 playwhataml  ,1.1784586311860593e+18,😊 ☺️ 🙂 😗 🤗 🤔 😑 😋 😐 😥 😎 😙 😊 😊 😅 🤗 😎 😗 🤗 🤗 😗 🙂 😗 😊 🚯 ⚠️ 🚳 🛃 🛄 ↗️ ☣️ 📵 🎵 🎚️ 🎵 🎸 📯 🎷 📻 🎛️ 🔕 🔔 🎼 📠 🎶 🎻 🎹 🎤 ☎️ 📲 📠 🎸 📟 📻 ☎️ ☎️ 🎖️ 🎍 🎑 🎫 🎀 ⚾ 🎖️ 🎖️ 🎏 🏉 🎍 🥈 🎃 🎉 🎎 🎀 🎃 🎀 🎈 ⚽ 🎄 🎈 🎎 🗻 🏜️ 🏦 🏨 🏖️ 🗺️ 🌍 🏔️ 🏖️ ⛰️ 🏘️ 🗾 🏛️ 🏘️ 🏢 🏨 🏫 🌋 🏞️ 🗻 🏝️
hot mess 😐 ,1.1784586034240143e+18,😐
issa spider watching grill 😐 food tonight,1.1784586029710254e+18,😐
😐😐,1.1784585747853025e+18,😐 😂
s9nc cz mnk😐,1.1784585706790339e+18,😐
look clown y’all 😐😐  …,1.1784585665099612e+18,😐 🤦🏽‍♀️
y’all legs fall asleep y’all taking shit 😐,1.178458549460111e+18,😐
hate mfs save messages snapchat tf u 😐,1.178458536524882e+18,😐
girl bye dtm want ides one 😐,1.1784585287864033e+18,😐
jk gotta delete get roasted 10 years 😐,1.1784585086956257e+18,😐
what😐,1.1784585034359972e+18,😐
lit rally star tho 😐,1.1784585013933752e+18,😐
jungkook except im talented 😐😐  …,1.1784584974379745e+18,😐 ✋🏻
it’s hard working foster kids especially trying teach lesson tell boy don’t call female bitch someone said mom you’d tight goes “nooo idek mom it’s cool” 😐,1.1784584630993265e+18,😐
sister laughing something little babie laughing us ughhhhhh y’all know i’m aboutta say 😐,1.1784584553650995e+18,😐
saw baby pictures dylan i’m scared raney going ugly 😐,1.1784584313191055e+18,😐
happened 😐,1.1784584281901425e+18,😐
phoenix police say driver killed man looking red light     …    this😐,1.1784584132708844e+18,😐
jonah followed   i’m joking 😐 unless   ,1.1784584064427172e+18,😐
better birds tailgate next sunday make treason   😐,1.1784583804379955e+18,😐
would ever tht hot wednesday 😐,1.1784583674188718e+18,😐
im edgy bitch 😐,1.1784583646548867e+18,😐
laughing misery😐,1.1784583272668733e+18,😐
kno jus dont talk alot 😐,1.1784583204679063e+18,😐
actually girls like don’t get talk guys like ,1.1784582587065795e+18,😐 🙀 😹
never understand professors end making tests day 😐,1.1784582576497828e+18,😐
hit like 😐  …,1.1784582420133806e+18,😐
here’s shocked face 😐,1.1784582368124396e+18,😐
sick😐,1.1784582362796114e+18,😐
want cb news 😐 twt boring,1.1784582166756434e+18,😐
omg boys worse 😐😐😐 i’m cant stand throw incinerator please,1.1784582117473403e+18,😐 😐 😐
louis harry niall liam zayn 😐,1.1784582055564984e+18,😐
nah wait cuz tell happened 😐😐,1.1784581144854364e+18,😐 😒
mo wasnt  u wtf someone jus keeps gettin nerves bc literally care abt one member n😐,1.178458088942256e+18,😐
hhdhdh that’s still like 6 years n met minor 😐,1.1784580717244785e+18,😐
 😐,1.1784580569020375e+18,😐
first time saw waterparks lined meet awsten set front line people formed new line different place didnt notice ended even able get photo even tho first 😐  …,1.1784580393655828e+18,😐
😐😐😐😐 asshole,1.1784580309727683e+18,😐 😐 😐 😐
really wanna go turks  caicos bday nobody go with😐,1.1784580216865874e+18,😐
sick lex put titties snap  40 people added 😭😭 ain’t titties y’all 😭😭😭😭😭😭😭,1.1784579951658844e+18,😭 😭 😭 😭 😭 😭 😭 😐 😐
cns choreo hard 😐,1.178457992473264e+18,😐
people surprised queer eye f  superficial incredibly tone deaf 😐,1.178457989360939e+18,😐
could’ve posted accurate picture 😐😐 know tons  …,1.1784579831158129e+18,😐 😐
yes comparing air fryers amazon 😐,1.1784579705620685e+18,😐
people use word synergy work sans irony 😐,1.1784579628613263e+18,😐
rudy threw bus today mr volker 😐   …,1.1784579606301164e+18,😐
ughh feel like shit😐😐,1.1784579471998157e+18,😐 😐
dash  gonsakr 7 😐,1.1784579344618988e+18,😐
want ice cream😐,1.1784579219081623e+18,😐
 u really know dapping 😐,1.1784579142620733e+18,😐
out😄😄😄😄😄😄😄😄😄,1.178457901469438e+18,😄 😀 😄 😊 😯 😊 😐 😆 😎
even cousin sending  😐 ,1.178457847568294e+18,😐
finally reasonable media response elis career 💯lock  1 thing say comparing peyton 💯💯 peytons po numbers fewer  usually buy week💯 otherwise  like 💯💯💯💯,1.17845784170906e+18,💯 😶 😐 😦 👆 👆 👆 👆
wanna die anyways 😐 ,1.1784578303509012e+18,😐
people still worried cam hasn’t played two weeks  let man rest focus qb😐,1.1784577963183186e+18,😐
stop 😐😐,1.1784577899678963e+18,😐 🖐🏽
you’re one left wym 😐,1.1784577697851228e+18,😐
shit aggy ash  😐😐,1.1784577616146473e+18,😐 🙄
everything look different night 😐😐😐😐,1.1784577580829696e+18,😐 🤷🏽‍♂️ 😂 🤦🏽‍♂️
gg   grats win woke 7amthinking id able catch maps 😐,1.1784577546392983e+18,😐
lost tv remote like 2 weeks ago ordered new one  today found 😐,1.1784577539390382e+18,😐
hope first draft pick help gets 😐,1.1784577524625981e+18,😐
im gonna dress benny new vegas hoco 😐,1.1784577372918784e+18,😐
actors act  sorry 😐 acting   …,1.178457717180117e+18,😐
true 😐😐,1.1784577100581888e+18,😐 😶
lot weird football today 😐,1.178457705075245e+18,😐
shall show father 😐 reveal truths 😐  …,1.1784576897534075e+18,😐 😐
still seeing ppl schlatt pfps comments 😐,1.1784576697719603e+18,😐
niggas kids don’t talk 😑😑,1.1784576660474307e+18,😑 😐
“the defense hasn’t opportunities pin ears back rush passer”😐,1.1784576614544835e+18,😐
cant believe gave elsa girlfriend frozen 2😐😐,1.1784576564549796e+18,😐 🙄
men claim they’ll anything everything woman really want instead one simple thing doesn’t like 😐 sudden it’s “not big deal” men put wants needs first every single time,1.1784576518244844e+18,😐
saw spider vid tl least 3 times pls least put tw 😐😐😐😐,1.1784576472274248e+18,😐 😐 😐 😐
really 😐  …,1.1784576376559575e+18,😐
ive come realize don’t know flirt cuff someone really like 😐 haven’t felt like since 6th grade man 😐😐,1.1784576217932472e+18,😐 😭 😭
tired seeing pinks get dragged everyday bc lot comes people say they’re stans 😐,1.1784576132576993e+18,😐
frank someone great really shitty movie 😐😐,1.1784576059176591e+18,😐 🌛
omg know lmao it’s fast responses overwhelm 😐,1.1784575974746767e+18,😐
tried muting links doesnt work😐 mute people,1.1784575966610268e+18,😐
oh ,1.1784575924121682e+18,😐 😐
lady said stop driving people really beyond headless lady thief di car 🚙 yuh really think gonna stop you🚙 anything possible days idk🚙what people eating 🚙  drinking🚙but…  …,1.1784575751818404e+18,🚙 🤦🏽‍♂️ 😐 🍽 🍸
tried 😐 ,1.1784575748758446e+18,😐
way cropped 😐 open surprise  …,1.17845756838724e+18,😐
yah come back mi nah cancel mi ting enuh niggz taking vacay 😐,1.1784575581321503e+18,😐
one two choices keep believing leftist propaganda stop reading opinion pieces get research industry  gross exaggerations outright lies also play sports college ooops 😳😳😳😳😳,1.1784575489927127e+18,😳 😜 🤔 😐 😞
apparently shld 5 free votes per day u pay vote like cant even use free votes 😐,1.1784575389681828e+18,😐
came back baseball game cool finally live experience also red sox isn’t baseball boring sport overall 😐,1.178457510531027e+18,😐
jesus take wheel 😐😐,1.178457491971203e+18,😐 🤧
mf adult thinks he’s biggest parxie 😐 oomf wilding 😐,1.178457484383654e+18,😐 💅🏻
sorry sorry 😐  😐,1.1784574771317143e+18,😐 😊
feel edge 😐,1.178457475399467e+18,😐
ur hair look shiny pretty it’s flat ironed mine lookes like 2 4 piece wood 😐,1.1784574637351035e+18,😐
need wallpaper asap idk make one 😐,1.178457463357608e+18,😐
crackin chookies 😐 ,1.1784574617386148e+18,😐
noticed won’t getting rematch vs bucs till next season😐,1.1784574485516124e+18,😐
said thing i’m sorry 😐,1.1784574477128622e+18,😐
i’ve watched y’all play dutch absolutely correct 😐,1.178457444785283e+18,😐
im sick😐😐 ,1.1784574419707123e+18,😐 ✋🏽
helena also left gbbo tbh i’m less fussed that🤔she interesting person couldn’t connect much others🤔she weeks wasn’t best time go🤔🤔alice definitely winner now🤔or henry doubt happen,1.1784574377808115e+18,🤔 😕 😐 😑 👍
that’s factz 😐  …,1.178457437143216e+18,😐
found curly videos actually called distorted videos 😐😐,1.1784574367532032e+18,😐 🤚
need spliff dawg bomboclat 😐,1.1784574357884682e+18,😐
it’s time apply pressure fuckheads 😠😠😠😠😠😠,1.178457427349426e+18,😠 😠 😐 😏 🙂 🤫
literally girls could better singers even bare minimum vocal coaches rosé still carrying vocals songs tiktok minecraft looking ass hating thats gonna change fact 😐,1.1784574076949996e+18,😐
man thought special ed 😐,1.1784573548971704e+18,😐
work speech 😐😐,1.1784573419617853e+18,😐 😐
  i’m bouta hit cousin laptop album doesn’t drop soon😐,1.1784573395333652e+18,😐
cant believe read that😑,1.1784594237793812e+18,😑
internet can’t hop twitter dot com complain saints game 😑😑,1.1784594207930655e+18,😑 😑
family make 😑😑  …,1.1784594186121134e+18,😑 😑
meant avery 😑,1.1784594070358303e+18,😑
mama gone get bunch cowboy stuff christmas 🤐🤐,1.1784593800874312e+18,🤐 😑
gotta look mirror one come thurs betta sense urgency  cause shoulda w 😑  …,1.1784593284597883e+18,😑
homework 😑,1.178459324948996e+18,😑
old ppl grouchy 😑like won’t pinch,1.1784593235104643e+18,😑
hate tarique 😑,1.1784593097028813e+18,😑
jackson flirting girl 😑,1.178459282347479e+18,😑
mama thinks im rich 😑 ,1.1784592682252575e+18,😑
mis   mis   💔💔,1.1784592619842803e+18,💔 😑
weak😑,1.178459205117911e+18,😑
kitsap good places eat someone orders meals i’m bored 😑,1.1784591669201674e+18,😑
try hard communicate manger work team good communication rude disrespectful even yelled associate helping packer waiting manger 20 minutes threading write 😑,1.1784591560193267e+18,😑
it’s bottles section honestly hate club 😑😑,1.1784590874843914e+18,😑 😂
videos aint loading playing 😑 yall,1.178459077611012e+18,😑
i’m going 😑 maybe next time,1.1784590607833375e+18,😑
bruh i’m trynna plan big ass birthday party dereon 😑😑😑,1.1784590579775324e+18,😑 😫 😫
yall en gone disrespect us 🙄🙄,1.1784590461453435e+18,🙄 😑
😑,1.1784590417413652e+18,😑
work second tomorrow 😑,1.17845903004348e+18,😑
senior year nutshell 😑  …,1.1784590297077473e+18,😑
hope next time owner stick brand door front 😑,1.1784589942197453e+18,😑
people won’t talk months end nerve come back life like nothing happened 🙄🙄🙄,1.1784589778243174e+18,🙄 😑 😑
nah i’m busy tmrw 😑,1.1784589131187937e+18,😑
i’m at🥺🥺,1.178458885281202e+18,🥺 😑
bored 😑,1.178458876041138e+18,😑
bf legit kind sucks textingalways affectionate person like want attention time tf 😑,1.178458833607254e+18,😑
talk teams getting called gotta bring us suppose let shit go 😑,1.1784588297569935e+18,😑
bracket broke  wax make better 😑,1.1784588110756454e+18,😑
clear mind    think    flavored ice cream 😋😋     doesnt exist😋,1.1784587687423468e+18,😋 🤤 😑
everyone western music industry know   now😑  irdc artist liked something abt bts know theyre breaking records records 1 best selling physical album year im cocky im trying give boys credit cuz,1.1784587396675459e+18,😑
wow watched sure ufc could biased adesanya basically whole countdown felt like hype piece izzy lame sauce 😑😑ufc243 …,1.178458739046699e+18,😑 👎
1010 don’t recommend going concert bryce jordan center unless it’s country dont sell alcohol freaking chainsmokers😑,1.1784587181213983e+18,😑
 u  wanna eat 🍴🍴    whatever wanna eat🍴🍴     chinese food 🍴🍴    don’t want 🍴🍴🍴,1.1784586853554995e+18,🍴 😋 🙄 💁🏼‍♀️ 🤷🏾‍♂️ 🍚 😑 😒 😒
😑 twice,1.1784586472335155e+18,😑
i’ve sleeping since 7am morning nobody woke i’ll never know 😑,1.1784586336733512e+18,😑
i’m getting tired trent 😑 ,1.1784586117117624e+18,😑
im trying erased shyt mind ,1.1784585802880407e+18,😑 😑 😑 😑 😑 😑
food dreams lookin good af till take bite can’t taste shit 😑,1.1784585764755784e+18,😑
inconsiderate people don’t like show faces 😑,1.178458576169427e+18,😑
jaina snatches phone couple minutes done threw across room 😑 someone come get,1.178458565394219e+18,😑
posted freestyle challenge dude asked what’s vibe beat tell decides send random video rapping 😑😑😑,1.1784585211946312e+18,😑 😑 😑
work day 7 tomorrow😑,1.1784584950641705e+18,😑
it’s like soon turn tv catch power that’s everybody wanna line 😑,1.1784584780395192e+18,😑
i’m sick typing word ‘walmart’ iykyk 😑,1.1784584736606044e+18,😑
girl look much familiar 😑😑   shall,1.178458426214629e+18,😑 😑
what’s best website watch i’m tired ads 😑,1.1784583465438822e+18,😑
wtf yall let nigga homecoming queen 😑  …,1.178458339224805e+18,😑
spent entirely much money dis weekend 😑😑,1.1784583163574108e+18,😑 ☠️
mama brought comfy clothes home   girl getcho headass on😑😑😑😑😑,1.1784583091641836e+18,😑 💀 😂 🤦🏾‍♀️ 🤦🏾‍♀️
😑😑😑 en poniente beach  …,1.178458288595374e+18,😑 ☀️ ☀️
hate fact besly works weekends🙄🙄,1.1784582551247747e+18,🙄 😑
really need go bed damn grumpy assignments due midnight😑😑,1.1784582498777375e+18,😑 😴
son started taekwondo little month ago look forward 😑,1.1784582232354734e+18,😑
smelled something reminded crown apple  last night that’s last thing want smell 😑,1.1784582148091822e+18,😑
😑 one fav cartoon shows kid,1.178458156487168e+18,😑
honey sesame chicken 👍🏽 meat jun 👍🏽  lg local food  …,1.1784581457918525e+18,👍🏽 😑
wow pamer 😑,1.1784581056774019e+18,😑
won’t even eating food still judging 😑,1.1784580894580367e+18,😑
obviously  even delulu rn 😑  …,1.1784580616791572e+18,😑
english project killing little self esteem fucking record talking  😑😑,1.1784580565077443e+18,😑 🙃
hell u talking 😑,1.1784580326505595e+18,😑
ctfu true n coworker jorge prolly never see shift tells every damn thing 😑😑  …,1.178458030201086e+18,😑 😂
😂😂😂 sure use come late got away sometimes hated 😂😂😂,1.1784580145562665e+18,😂 😂 😂 😑 😑 😑
understood word daiyenu 😑,1.178458011511218e+18,😑
  keep touching damn tattoo knowing damn well shit hurt 😑,1.1784579837952573e+18,😑
gut mowninggg 😑  …,1.178457975624626e+18,😑
yo gee found girl 😑  …,1.1784579311273697e+18,😑
justifying beating women now🙄🙄,1.1784578915541033e+18,🙄 😑
someone wake girl ive started seeing relationship related tweets tl 😑    hi   😑 said greet you😑😑,1.1784578552608113e+18,😑 🙋‍♂️ 😊 😋
bias hey🙃  bias wrecker hey baby what’s good 🙃🙃🙃🙃🙃🙃    every damn time 🙃,1.1784578442338017e+18,🙃 😉 😉 😉 😘 😘 😘 😑
omg really tho hate people like don’t claim place mexico weren’t born 😑,1.1784578068667474e+18,😑
plate  info realistically coulda like whatev i’m big integrity contacted game says 😑 ,1.1784577149571315e+18,😑
refuse read content prominent css coder reacted condescendingly asked rude someone asked didnt use different workflow something rather easy blocked 😑,1.1784577022021673e+18,😑
good ol state tennesee still 90s 🎉🎉,1.178457700902064e+18,🎉 😑
game late lol 😑,1.178457673886552e+18,😑
niggas kids don’t talk 😑😑,1.1784576660474307e+18,😑 😐
really want niggas leave alone i’m ugly don’t even attract y’all 😑,1.1784576624906445e+18,😑
girl ever gone make cornbread 😑,1.178457656702509e+18,😑
lifelong broncos fan sure would nice qb like minshew     he’s 6’7” know never happen 😑  …,1.1784576525878968e+18,😑
good sleep pero ang sakit ng leeg ko 😑😑,1.17845764245427e+18,😑 😴
omg waking 😑,1.1784576252452247e+18,😑
don’t play emotions 😑😑,1.1784576025623716e+18,😑 😑
5 year old better downward dog 😑,1.1784575358729994e+18,😑
remember homeless person glasgow told good night replied “you too”😑i hate,1.1784575283609395e+18,😑
fowler matthews  brockers mediocre talent need step linebacker next middleton ass tho 😑,1.178457522488787e+18,😑
break toe stub  real😑,1.17845749547767e+18,😑
nvr wearing cardigan 😑,1.1784574588905347e+18,😑
helena also left gbbo tbh i’m less fussed that🤔she interesting person couldn’t connect much others🤔she weeks wasn’t best time go🤔🤔alice definitely winner now🤔or henry doubt happen,1.1784574377808115e+18,🤔 😕 😐 😑 👍
girl finna blow 😑 get tf big cap,1.178457419275481e+18,😑
supposed watching game booman 😑,1.1784573975740006e+18,😑
took nap i’m still slumped 😑😑,1.1784573455816049e+18,😑 😂
dont go u knw say nasarawa ladies dey get stamina like yam😑😑,1.1784573433250857e+18,😑 😑
called 😑  …,1.1784573333426545e+18,😑
  needs ball don’t lose fantasy 3rd week row 😑,1.1784573164605809e+18,😑
always wanna armys selca day always flops im tired ugly 😑,1.178457302434812e+18,😑
ok  i’ll go outside native american sun dance put address how’s that😑😑😑,1.1784572861021798e+18,😑 😑 😑
traffic🙄🙄,1.1784572065444045e+18,🙄 😑
life 😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶😶,1.1784572058148127e+18,😶 🤨 😇 😁 🙁 🥰 😱 🙁 😑 😂 😋 😢 🤯 😳 🤭 🥴 😴 😴 😴 😴 😴
fuck traffic 😑,1.178457198743163e+18,😑
woke  😑,1.1784571970990449e+18,😑
believe isnt gonna focus hle hes gonna wanna smoke pipe 😑😑😑😑😑,1.1784571934374339e+18,😑 😂 😂 😂 😂
everything like 😑,1.1784571725581926e+18,😑
😑 fought party,1.178457156766634e+18,😑
real girl available chat — ghosts 😊😊  …,1.1784571440621036e+18,😊 😑
done😑😑,1.1784571434371195e+18,😑 😪
04 football team 😑  …,1.178457140987601e+18,😑
  wlr😑,1.1784571402494075e+18,😑
tot class 8 😑,1.1784570913436713e+18,😑
😭😭😭😭😭😭😭😭😭no cap yo member season quarter back 😭😭  …,1.1784570758626468e+18,😭 😭 😭 😭 😭 😭 😭 😭 😭 😑 😭
it’s shocking grown men act like game line joke 😑,1.17845706787652e+18,😑
wow rude 😑 ,1.1784570381598925e+18,😑
really hate i’m browsing social media  nude photos sensitive contents show 😑 especially crowded train,1.1784569910453043e+18,😑
english students please correct form go chop ur fada🙄🙄🙄🙄🙄🙄,1.1784569833698673e+18,🙄 😏 🤔 🤨 😐 😑
app😑😑,1.178456947382739e+18,😑 😀
2are ex cia need 😑,1.1784569354206126e+18,😑
wow y’all embarrassing best friends aunt hair y’all porn time line😑,1.1784569282567619e+18,😑
excuse information learn something 😑😑,1.1784569215079096e+18,😑 😂
might well laundry broncos fans 😑😑 ,1.178456819116589e+18,😑 🏈
niggas stay expecting bitch 30 pounds booty  walking around gram dick y’all pants 😑😑😑 that’s disappointing 😑,1.178456669552087e+18,😑 😑 😑 🙄
thing able sleep early bores me😑😑,1.1784566594186363e+18,😑 😑
many printed power points fit 3ring binder 😑,1.17845659173512e+18,😑
shit don’t add 😑,1.1784565467135058e+18,😑
mans front door revolving 🙄 ain’t ever going able ride dick like went 🙄,1.178456511082877e+18,🙄 😑
napping 47 ethan cosy nd nice hes back asleep probs another 5 hours guess cant sleep yea 😑,1.1784564724365107e+18,😑
walked freethought library conversation astrology bible inspired third eye aliens help 😑,1.1784564683848786e+18,😑
yall need stop looking spiritual solutions physical problems 😑,1.1784564620388966e+18,😑
let see got straight  racists brits dont like bc shes mixed complaining image  tries fix image shes sneaky  logic racist  dorks always eludes 😑,1.1784564387855073e+18,😑
ugh 😑,1.1784564109270915e+18,😑
“i thought diet” 😑,1.1784563896912814e+18,😑
don’t know craft supplies makes turn monster self control michael’s 😑,1.1784563713789624e+18,😑
see roughing passer call😑,1.1784562968711946e+18,😑
waiting responses emails annoys 😑,1.178456180643029e+18,😑
can’t believe gave 55 lost bucs😑,1.178456167770509e+18,😑
killed rebecca😑,1.1784561281345372e+18,😑
don’t feel good 😑,1.1784561271320576e+18,😑
serato gotta label tracks 130167 it’s really half timed 😑 got math stage 😑,1.17845611385276e+18,😑 😂
niggas getting fine af drinking every day  2 whole babies way 😂😂,1.1784561125484626e+18,😂 😑
ppl love keep real til hit nerve 😳 fuck want say lied youd hollerin bout fake 😳,1.1784561044366868e+18,😳 😑
new brother cjay owwit😑,1.178456087034499e+18,😑
i’ll admit i’m wrong 😑,1.1784560851175547e+18,😑
ugh 😑 mad corny,1.178456076242575e+18,😑
she’s fucking taken already me😑😑😑😑😑😑😑😑,1.178456054860075e+18,😑 😑 😑 😑 😡 😡 😡 😡
wow 😑,1.1784560347523932e+18,😑
tl went pure elation 😔 😔,1.1784560155971133e+18,😔 😑
know we’re supposed love coz he’s intense goes way characters face 😑 dunno can’t lol,1.1784560143093432e+18,😑
hope release sell later cause annoying 😑,1.178456013915279e+18,😑
i’ll never learn 😑,1.1784559518940324e+18,😑
naw should’ve making lasagna 😑😑,1.1784559176643092e+18,😑 😤
didnt really explain transpired😑,1.1784558834346762e+18,😑
woke nap know i’m gonna damn night 😑😑😑,1.178455878074286e+18,😑 😑 😑
worked touched 😑,1.1784558533615043e+18,😑
dont know spirit enters get motivation start cleaning room middle night 😑,1.1784558112758538e+18,😑
i’m like 🙃🙃🙃 i’m,1.178455795148755e+18,🙃 😒 😑
like come really😑😑😑,1.1784557573580183e+18,😑 🙄 😠
changing leave dont wana get knew shouldnt laid bed 😑😑,1.1784557402534994e+18,😑 🙃
i’m going diet asap 😑,1.178455693952766e+18,😑
started watkins godwin bc questionable 😑 ,1.1784556764918784e+18,😑
nope theyre bought paid campaign funds 😑,1.1784555966322852e+18,😑
